Claim_ID,Contact_ID,Customer_ID,State,Region,Reserve_Amount,Loss_Date,Reported_Date,First_Contact_Date,Closed_Date,Days_To_First_Contact,Cycle_Time_Days,Inbound_Calls,Avg_Hold_Time_,Transfer_Count,Documentation_Error,Escalated,Claim_Complexity,Adjuster_ID,Adjuster_Level,Team,Quality_Score,Customer_Satisfaction_Score
CLM-2025-00832,CNT-100832,CUST-20555,WA,West,"$4,948.98 ",6/5/2025,6/9/2025,6/12/2025,7/5/2025,3,26,5,N/A,2,No,No,Medium,ADJ-1009,Standard,Team Beta,91,6.7
CLM-2025-00833,CNT-100833,CUST-54404,CO,Mountain,"$6,858.76 ",N/A,10/22/2025,10/24/2025,11/14/2025,2,23,3,4.05,0,No,No,Low,ADJ-1054,Senior,Team Echo,94.2,8.2
CLM-2025-00834,CNT-100834,CUST-77201,TX,South Central,"$1,396.33 ",8/8/2025,8/9/2025,8/13/2025,9/7/2025,4,29,4,3.20,0,No,No,Medium,ADJ-1055,Senior,Team SouthTeam West,92.6,5.9
CLM-2025-00835,CNT-100835,CUST-35082,CA,West,"$11,615.87 ",9/24/2025,9/25/2025,9/27/2025,11/12/2025,2,48,7,3.72,0,No,,High,ADJ-1038,Trainee,Team Echo,97.7,6.5
CLM-2025-00836,CNT-100836,CUST-21340,NV,Southwest,"$4,128.92 ",5/3/2025,5/7/2025,5/8/2025,5/24/2025,1,17,6,1.73,2,No,No,Medium,ADJ-1078,Standard,Team Team Alpha,93.7,8.1
CLM-2025-00837,CNT-100837,CUST-70811,UT,Mountain,"$4,302.42 ",11/17/2025,11/17/2025,11/17/2025,12/11/2025,0,24,5,3.96,2,No,No,High,ADJ-1062,Senior,Team Beta,91.6,9.5
CLM-2025-00838,CNT-100838,CUST-93439,GA,Southeast,"$1,176.04 ",3/6/2025,3/7/2025,3/7/2025,3/25/2025,0,18,3,2.87,1,No,No,Medium,ADJ-1055,Senior,Team Team Alpha,100,6.6
CLM-2025-00839,CNT-100839,CUST-74446,TX,South Central,"$1,983.72 ",12/9/2025,12/9/2025,12/10/2025,12/10/2025,1,1,5,6.74,1,,Yes,Low,ADJ-1035,Trainee,Team Gamma,92,5.2
CLM-2025-00840,CNT-100840,CUST-10737,GA,Southeast,$532.00 ,1/27/2025,1/31/2025,2/2/2025,2/1/2025,2,1,5,2.63,2,No,No,High,ADJ-1034,Standard,Team Team Alpha,93.6,8
CLM-2025-00809,CNT-100841,CUST-78883,FL,Southeast,"$15,968.03 ",12/21/2025,12/25/2025,12/22/2025,1/27/2026,-3,33,4,3.05,1,No,No,Low,ADJ-1039,Standard,Team SouthTeam West,100,6.1
CLM-2025-00842,CNT-100842,CUST-19067,AZ,Southwest,"$2,342.58 ",9/5/2025,9/7/2025,9/8/2025,9/14/2025,1,,2,2.50,0,No,No,Medium,ADJ-1063,Trainee,Team Delta,91.4,9.2
CLM-2025-00843,CNT-100843,CUST-29764,AZ,Southwest,"$7,331.93 ",4/7/2025,4/7/2025,4/9/2025,5/8/2025,2,31,4,2.57,0,,Yes,Medium,ADJ-1064,Senior,Team Team Alpha,82.6,5.9
CLM-2025-00844,CNT-100844,CUST-50264,IL,Midwest,"$2,165.10 ",6/15/2025,6/17/2025,6/18/2025,7/1/2025,1,14,2,2.07,1,Yes,No,Low,ADJ-1077,Trainee,Team Gamma,89,7
CLM-2025-00845,CNT-100845,CUST-76841,CA,West,"$7,925.26 ",7/10/2025,7/10/2025,7/14/2025,7/30/2025,4,20,3,3.55,2,No,Yes,Medium,ADJ-1001,Standard,Team SouthTeam West,90.6,6.2
CLM-2025-00846,CNT-100846,CUST-73211,CO,Mountain,"$6,710.50 ",4/13/2025,4/13/2025,4/15/2025,4/26/2025,2,13,2,1.98,0,,No,Low,ADJ-1008,Trainee,Team Echo,93.4,6.8
CLM-2025-00847,CNT-100847,CUST-74485,NV,Southwest,"$2,112.10 ",12/4/2025,12/6/2025,12/8/2025,12/14/2025,2,8,,2.32,0,No,No,Moderate,ADJ-1039,Trainee,Team SouthTeam West,88.8,6.1
CLM-2025-00848,CNT-100848,CUST-58661,UT,Mountain,"$2,064.00 ",8/11/2025,8/11/2025,8/12/2025,8/26/2025,1,15,2,1.54,0,No,Yes,Low,ADJ-1053,Standard,Team Team West,86.6,6.2
CLM-2025-00849,CNT-100849,CUST-28100,WA,West,"$9,212.17 ",3/20/2025,3/20/2025,3/22/2025,4/28/2025,2,39,3,2.93,1,No,No,High,ADJ-1032,Senior,Team Gamma,93.1,6.2
CLM-2025-00850,CNT-100850,CUST-95062,UT,Mountain,"$1,601.75 ",3/30/2025,3/30/2025,4/1/2025,4/8/2025,2,9,5,1.40,1,No,No,Medium,ADJ-1029,Trainee,,100,7.4
CLM-2025-00851,CNT-100851,CUST-53882,GA,Southeast,"$8,627.58 ",1/20/2025,1/20/2025,1/22/2025,3/6/2025,2,45,5,3.89,1,No,No,High,ADJ-1020,Standard,Team Gamma,95.1,6.1
CLM-2025-00852,CNT-100852,CUST-84502,IL,Midwest,"$1,187.00 ",3/4/2025,3/6/2025,3/6/2025,3/7/2025,0,1,1,1.56,0,No,No,Medium,ADJ-1013,Standard,Team Team West,93.9,7.9
CLM-2025-00853,CNT-100853,CUST-76620,AZ,Southwest,"$2,429.02 ",12/26/2025,12/29/2025,12/30/2025,1/2/2026,1,4,3,4.10,1,Yes,No,Low,ADJ-1077,Trainee,Team Team West,92.3,6.4
CLM-2025-00854,CNT-100854,CUST-23417,FL,Southeast,"$3,502.55 ",6/30/2025,7/1/2025,7/1/2025,7/14/2025,0,13,2,2.14,2,No,No,High,ADJ-1020,Senior,Team Beta,100,8.4
CLM-2025-00855,CNT-100855,CUST-41082,FL,Southeast,"$6,794.38 ",6/27/2025,6/30/2025,7/2/2025,7/23/2025,2,23,5,3.78,1,No,Yes,Medium,ADJ-1019,Standard,Team Echo,85.4,6.2
CLM-2025-00856,CNT-100856,CUST-73916,TX,South Central,"$1,461.18 ",5/7/2025,5/8/2025,5/8/2025,6/4/2025,4,N/A,7,4.01,2,No,No,High,ADJ-1033,Senior,Team Beta,N/A,6.8
CLM-2025-00857,CNT-100857,CUST-91929,AZ,Southwest,"($5,200.38)",8/26/2025,8/30/2025,8/31/2025,9/23/2025,1,19,2,2.48,1,No,No,Low,ADJ-1059,Standard,Team Team Alpha,91.3,6
CLM-2025-00858,CNT-100858,CUST-54573,NM,Southwest,"$9,076.72 ",11/2/2025,11/2/2025,11/4/2025,12/11/2025,-2,44,4,4.03,0,Yes,No,Medium,ADJ-1054,Senior,Team Team West,88.3,7.7
CLM-2025-00859,CNT-100859,CUST-16424,GA,Southeast,,1/29/2025,1/31/2025,1/31/2025,2/17/2025,-3,-17,4,4.99,0,No,No,Medium,ADJ-1006,Senior,Team Delta,93.5,7.3
CLM-2025-00860,CNT-100860,CUST-81750,CA,West,"$9,010.84 ",,10/12/2025,10/15/2025,11/27/2025,3,46,8,4.40,1,No,No,Medium,ADJ-1052,Standard,Team Delta,88.4,4.5
CLM-2025-00861,CNT-100861,CUST-44669,IL,Midwest,"$48,955.61 ",1/3/2025,1/6/2025,1/7/2025,,1,63,5,1.97,1,No,No,Medium,ADJ-1011,Standard,Team Team Central,81.3,4.5
CLM-2025-00862,CNT-100862,CUST-81201,UT,Mountain,"$15,721.64 ",5/27/2025,5/27/2025,5/30/2025,7/17/2025,3,51,8,3.50,0,No,No,High,ADJ-1027,Standard,Team SouthTeam West,86.8,6.2
CLM-2025-00863,CNT-100863,CUST-60236,IL,Midwest,"$4,747.43 ",7/5/2025,7/8/2025,7/10/2025,7/21/2025,2,13,2,2.79,N/A,Yes,No,Low,ADJ-1069,Standard,Team Gamma,85.7,11
CLM-2025-00864,CNT-100864,CUST-75098,IL,Midwest,"$65,494.39 ",7/24/2025,7/27/2025,7/27/2025,9/15/2025,0,50,7,3.84,1,No,No,Medium,ADJ-1028,Standard,Team Team West,93.3,7.4
CLM-2025-00865,CNT-100865,CUST-39517,CA,West,"$10,163.08 ",5/7/2025,5/7/2025,5/8/2025,6/19/2025,1,43,7,5.62,1,No,No,High,ADJ-1024,Standard,Team Gamma,90.7,6
CLM-2025-00866,CNT-100866,CUST-53536,AZ,Southwest,"$1,810.05 ",7/6/2025,7/8/2025,7/8/2025,7/16/2025,0,8,1,1.87,0,No,No,Moderate,ADJ-1030,Senior,Team Beta,97.2,7.6
CLM-2025-00867,CNT-100867,CUST-62510,TX,South Central,"$3,394.40 ",5/3/2025,,5/7/2025,5/16/2025,1,5,3,4.96,1,No,No,Low,ADJ-1025,Trainee,Team Beta,91.6,6.5
CLM-2025-00868,CNT-100868,CUST-30182,FL,Southeast,"$60,103.19 ",4/22/2025,4/22/2025,4/23/2025,6/16/2025,1,55,9,2.65,2,Yes,No,Medium,ADJ-1013,Standard,Team Delta,82.7,5.6
CLM-2025-00869,CNT-100869,CUST-68312,GA,Southeast,"$2,866.51 ",4/27/2025,4/29/2025,4/30/2025,5/21/2025,N/A,17,1,2.49,0,No,No,Low,ADJ-1072,Senior,Team Team Central,94.2,6.9
CLM-2025-00870,CNT-100870,CUST-24929,TX,South Central,"$5,219.61 ",2/14/2025,2/19/2025,2/21/2025,3/30/2025,2,39,5,3.60,1,,No,Medium,ADJ-1032,Standard,Team Team Alpha,98.6,5.3
CLM-2025-00871,CNT-100871,CUST-74840,FL,Southeast,"$3,304.87 ",1/3/2025,1/3/2025,1/6/2025,1/17/2025,1,14,3,2.18,0,No,No,Low,ADJ-1002,Senior,Team SouthTeam West,94.3,5.3
CLM-2025-00872,CNT-100872,CUST-30361,CA,West,"$37,241.17 ",11/25/2025,11/25/2025,,1/30/2026,N/A,66,9,5.11,1,No,No,High,ADJ-1006,Standard,Team Team Alpha,92.2,5.2
CLM-2025-00873,CNT-100873,CUST-29829,NV,Southwest,"$1,030.82 ",12/20/2025,12/23/2025,12/24/2025,1/9/2026,1,17,3,2.45,0,Yes,No,High,ADJ-1052,Senior,Team Beta,80.5,7.2
CLM-2025-00874,CNT-100874,CUST-45166,AZ,Southwest,$908.44 ,1/13/2025,1/16/2025,1/18/2025,2/7/2025,2,22,2,1.68,0,No,No,Medium,ADJ-1061,Senior,Team Echo,93.4,8.9
CLM-2025-00875,CNT-100875,CUST-94381,CO,Mountain,"$9,380.19 ",11/20/2025,11/24/2025,11/25/2025,,1,29,7,4.96,1,No,No,High,ADJ-1054,Standard,Team Team Alpha,95.7,7.7
CLM-2025-00876,CNT-100876,CUST-24316,NM,Southwest,"$6,312.94 ",12/31/2025,12/31/2025,1/4/2026,1/30/2026,4,30,4,,0,No,No,Low,ADJ-1021,Specialist,Team Team Alpha,97.6,4.7
CLM-2025-00877,CNT-100877,CUST-65651,TX,South Central,"$5,259.89 ",9/8/2025,9/9/2025,9/13/2025,10/14/2025,4,-35,5,5.12,1,No,No,High,ADJ-1058,Senior,Team Beta,87.9,5.3
CLM-2025-00878,CNT-100878,CUST-41356,AZ,Southwest,"$12,763.15 ",2/18/2025,2/22/2025,2/22/2025,4/3/2025,0,40,3,1.09,0,No,No,Low,ADJ-1047,Trainee,Team Team Alpha,94.9,7.3
CLM-2025-00879,CNT-100879,CUST-52762,TX,South Central,"$4,044.54 ",6/9/2025,6/9/2025,6/12/2025,7/2/2025,N/A,23,4,5.32,2,No,No,Low,ADJ-1038,Specialist,Team Team Alpha,93.4,5.2
CLM-2025-00880,CNT-100880,CUST-61428,AZ,Southwest,"$1,542.19 ",3/29/2025,3/29/2025,3/29/2025,4/3/2025,0,5,4,,1,No,No,Low,ADJ-1006,Senior,Team Team Alpha,94,7.5
CLM-2025-00091,CNT-100881,CUST-43641,NV,Southwest,"$43,751.28 ",3/17/2025,3/21/2025,3/22/2025,3/16/2025,1,-5,5,1.94,2,Yes,No,Low,ADJ-1028,Trainee,Team Beta,91.2,4.8
CLM-2025-00882,CNT-100882,CUST-15948,NM,Southwest,$590.28 ,8/28/2025,8/30/2025,8/31/2025,9/3/2025,1,4,2,2.04,0,No,No,Medium,ADJ-1064,Standard,Team SouthTeam West,94.8,7.6
CLM-2025-00883,CNT-100883,CUST-40948,CO,Mountain,"$2,557.33 ",6/28/2025,7/2/2025,7/3/2025,,1,17,1,3.10,1,No,No,Low,ADJ-1063,Senior,Team Team West,95,6.9
CLM-2025-00884,CNT-100884,CUST-67240,NV,Southwest,"$5,674.80 ",6/2/2025,6/4/2025,6/5/2025,13/32/2025,1,23,1,2.39,0,No,No,Low,ADJ-1064,Senior,Team SouthTeam West,91,7.3
CLM-2025-00885,CNT-100885,CUST-48589,CA,Unknown,$992.78 ,12/1/2025,12/3/2025,12/6/2025,1/10/2026,3,38,N/A,5.10,2,No,No,High,ADJ-1044,Standard,Team Delta,91.8,4.9
CLM-2025-00886,CNT-100886,CUST-66338,WA,West,"$72,894.79 ",11/2/2025,11/2/2025,11/5/2025,1/4/2026,3,63,6,3.61,1,No,No,High,ADJ-1041,Standard,Team SouthTeam West,91.7,5.1
CLM-2025-00887,CNT-100887,CUST-81256,AZ,Southwest,"$1,828.67 ",9/24/2025,N/A,9/27/2025,10/1/2025,3,5,1,2.69,0,No,,Medium,ADJ-1002,Senior,Team Team West,100,5.9
CLM-2025-00888,CNT-100888,CUST-12274,AZ,Southwest,,9/8/2025,9/8/2025,9/10/2025,10/23/2025,2,-45,7,3.65,2,No,Yes,High,ADJ-1076,Senior,Team Team Central,85.1,5.1
CLM-2025-00889,CNT-100889,CUST-42618,NM,Southwest,$783.53 ,10/13/2025,10/13/2025,10/15/2025,13/32/2025,2,17,2,3.83,0,Yes,No,Low,ADJ-1048,Senior,Team Beta,86.7,6.5
CLM-2025-00890,CNT-100890,CUST-71337,GA,Southeast,"$5,784.66 ",11/2/2025,11/4/2025,11/7/2025,12/12/2025,3,38,4,3.81,1,No,No,High,ADJ-1006,Standard,Team Team Alpha,82.5,5
CLM-2025-00891,CNT-100891,CUST-44478,NM,Southwest,"$14,304.02 ",8/13/2025,8/15/2025,8/17/2025,9/24/2025,2,40,4,2.40,0,No,Yes,Low,ADJ-1027,Specialist,Team Beta,105,7.9
CLM-2025-00892,CNT-100892,CUST-39570,GA,Southeast,"$2,929.55 ",11/19/2025,11/21/2025,11/21/2025,12/16/2025,0 days,25,3,3.74,1,No,No,Medium,ADJ-1032,Standard,Team Team West,86.8,5.9
CLM-2025-00893,CNT-100893,CUST-17860,UT,Mountain,"$18,963.26 ",5/20/2025,5/21/2025,5/21/2025,6/26/2025,0,36,4,2.22,1,No,No,Medium,ADJ-1070,Specialist,Team Beta,94.9,7
CLM-2025-00894,CNT-100894,CUST-61027,OR,West,"$1,297.85 ",10/13/2025,10/15/2025,10/17/2025,10/29/2025,2,14,3,4.15,0,No,No,Medium,ADJ-1027,Senior,Team Echo,100,7.4
CLM-2025-00895,CNT-100895,CUST-24045,AZ,Southwest,"$42,666.31 ",,10/27/2025,10/30/2025,1/11/2026,3,76,9,6.22,3,No,No,High,ADJ-1018,Standard,Team Team Central,93,3.6
CLM-2025-00896,CNT-100896,CUST-33680,WA,West,"$7,168.79 ",6/24/2025,6/24/2025,6/24/2025,7/16/2025,0,22,2,1.70,0,Yes,No,Medium,ADJ-1038,Senior,Team Delta,88.3,8.5
CLM-2025-00897,CNT-100897,CUST-96539,FL,Southeast,"$17,362.26 ",,,3/26/2025,5/5/2025,0,40,5,3.49,,No,No,Medium,ADJ-1047,Senior,Team Gamma,99.8,7.3
CLM-2025-00898,CNT-100898,CUST-21135,WA,West,"$2,941.33 ",3/24/2025,3/26/2025,3/28/2025,4/16/2025,2,21,2,1.20,0,Yes,No,Medium,ADJ-1024,Standard,Team Team Central,88.8,8
CLM-2025-00899,CNT-100899,CUST-29180,TX,South Central,"$43,587.92 ",3/2/2025,3/6/2025,3/11/2025,5/17/2025,5,N/A,9,4.63,2,Yes,,High,ADJ-1003,Senior,Team Echo,77.6,3.6
CLM-2025-00900,CNT-100900,CUST-90432,GA,Southeast,"$44,464.32 ",2/1/2025,,2/7/2025,4/10/2025,2,64,7,3.34,0,,No,Medium,ADJ-1014,Senior,Team Team Alpha,94,6.6
CLM-2025-00901,CNT-100901,CUST-67736,NV,Southwest,"$7,113.18 ",11/16/2025,11/17/2025,11/18/2025,12/9/2025,1,22,5,4.11,1,No,No,Medium,ADJ-1079,Trainee,Team SouthTeam West,98.4,4.5
CLM-2025-00902,CNT-100902,CUST-67165,AZ,Southwest,"$8,231.51 ",12/3/2025,12/3/2025,12/5/2025,1/6/2026,2,34,2,2.88,1,No,No,Medium,ADJ-1070,Standard,Team Delta,91.4,4.7
CLM-2025-00903,CNT-100903,CUST-15844,IL,Midwest,"$3,218.46 ",8/21/2025,8/22/2025,8/23/2025,9/24/2025,,33,4,4.07,1,No,No,Medium,ADJ-1067,Standard,Team Beta,90.9,6.4
CLM-2025-00904,CNT-100904,CUST-12975,UT,Mountain,"$7,600.86 ",4/16/2025,4/19/2025,4/21/2025,5/25/2025,2,36,4,2.56,0,No,Yes,Low,ADJ-1047,Senior,Team Team Alpha,92.7,5.9
CLM-2025-00905,CNT-100905,CUST-96689,CA,West,"$1,592.49 ",8/16/2025,8/18/2025,8/20/2025,8/26/2025,2,8,3,2.96,0,No,Yes,Low,ADJ-1060,Senior,Team Delta,94.9,6.4
CLM-2025-00906,CNT-100906,CUST-86892,AZ,Southwest,"$5,219.72 ",12/10/2025,12/15/2025,12/17/2025,1/10/2026,2,26,3,3.25,0,No,No,Medium,ADJ-1038,Standard,Team Beta,95.7,6.3
CLM-2025-00907,CNT-100907,CUST-59442,TX,South Central,"$2,417.71 ",6/21/2025,6/26/2025,6/29/2025,7/16/2025,3,20,5,3.59,0,No,Yes,Low,ADJ-1052,Trainee,Team SouthTeam West,87.6,5.5
CLM-2025-00908,CNT-100908,CUST-97726,FL,Southeast,$496.10 ,1/1/2025,1/1/2025,1/1/2025,1/21/2025,0,20,2,1.49,2,No,Yes,Medium,ADJ-1041,Standard,Team Echo,89.5,8
CLM-2025-00909,CNT-100909,CUST-86354,OR,West,,1/25/2025,1/28/2025,1/29/2025,2/23/2025,1,26,5,4.40,0,No,No,Low,ADJ-1066,Standard,Team Team West,89.2,5.7
CLM-2025-00910,CNT-100910,CUST-85125,FL,Southeast,"$7,949.92 ",5/13/2025,5/17/2025,5/20/2025,6/16/2025,3,30,4,3.83,1,No,No,High,ADJ-1019,Standard,Team Beta,91.1,5.2
CLM-2025-00911,CNT-100911,CUST-59339,TX,South Central,"$31,081.42 ",7/20/2025,7/20/2025,,9/20/2025,3,62,9,5.83,0,No,No,Low,ADJ-1028,Senior,Team Echo,88.7,3.4
CLM-2025-00912,CNT-100912,CUST-69316,NV,Southwest,"$1,253.27 ",7/27/2025,7/27/2025,7/27/2025,8/11/2025,0,15,3,2.42,0,No,No,Medium,ADJ-1005,Standard,Team Echo,95.8,8.1
CLM-2025-00913,CNT-100913,CUST-35598,WA,West,"$3,388.87 ",8/15/2025,8/15/2025,8/15/2025,9/5/2025,-2,N/A,3,2.17,1,No,Yes,Medium,ADJ-1007,Trainee,Team Beta,91.4,7.5
CLM-2025-00914,CNT-100914,CUST-10637,AZ,Southwest,"$6,916.88 ",9/7/2025,9/9/2025,9/9/2025,9/29/2025,0,20,3,3.85,1,No,No,High,ADJ-1029,Standard,Team Beta,88.9,5.7
CLM-2025-00915,CNT-100915,CUST-99724,FL,Southeast,N/A,7/27/2025,7/31/2025,8/1/2025,8/24/2025,1,24,5,3.41,0,No,No,Medium,ADJ-1032,Trainee,Team Delta,94.2,7.3
CLM-2025-00916,CNT-100916,CUST-16755,IL,Midwest,"$4,192.36 ",7/15/2025,7/15/2025,7/17/2025,8/9/2025,2,25,2,,0,No,No,Medium,ADJ-1072,Senior,Team Gamma,94.1,6
CLM-2025-00917,CNT-100917,CUST-28782,GA,Southeast,"$5,323.86 ",3/4/2025,3/4/2025,3/6/2025,4/1/2025,2,28,2,0.69,0,No,Yes,Low,ADJ-1075,Trainee,Team SouthTeam West,91.9,6.7
CLM-2025-00918,CNT-100918,CUST-49654,AZ,Southwest,"$1,786.46 ",10/28/2025,10/30/2025,10/31/2025,11/12/2025,1,13,2,3.80,0,No,No,Low,ADJ-1062,Trainee,Team Team West,97,7
CLM-2025-00919,CNT-100919,CUST-64445,TX,South Central,"$4,331.84 ",4/4/2025,4/7/2025,4/10/2025,5/11/2025,3,34,6,5.06,1,No,No,Medium,ADJ-1044,Senior,Team Team Alpha,90.7,5.8
CLM-2025-00920,CNT-100920,CUST-73676,CO,Mountain,"$41,607.90 ",11/16/2025,11/17/2025,11/18/2025,1/16/2026,1,60,8,5.30,0,No,No,Low,ADJ-1047,Senior,Team Team Central,91,5.9
CLM-2025-00921,CNT-100921,CUST-31117,WA,West,$946.60 ,9/27/2025,9/27/2025,9/29/2025,9/30/2025,2,3,2,2.55,0,No,No,Low,ADJ-1002,Standard,Team Delta,100,6.7
CLM-2025-00922,CNT-100922,CUST-53844,WA,West,"$3,541.00 ",7/20/2025,7/20/2025,7/22/2025,8/10/2025,2,21,,1.31,1,No,No,Low,ADJ-1041,Senior,Team Echo,98.7,9.1
CLM-2025-00923,CNT-100923,CUST-23723,CA,West,"$4,966.20 ",9/6/2025,9/7/2025,9/8/2025,9/21/2025,1,14,3,3.83,0,No,No,Medium,ADJ-1066,Trainee,Team Delta,99.6,7.6
CLM-2025-00924,CNT-100924,CUST-81569,FL,Southeast,"$3,131.59 ",8/8/2025,8/10/2025,8/14/2025,9/1/2025,4,22,3,2.39,0,No,No,LOW,ADJ-1036,Standard,Team Delta,86.2,
CLM-2025-00925,CNT-100925,CUST-16081,CO,Mountain,"$7,641.96 ",6/15/2025,6/18/2025,6/19/2025,7/23/2025,1,35,3,3.01,2,No,No,Medium,ADJ-1057,Trainee,Team Team Central,94.1,5.9
CLM-2025-00926,CNT-100926,CUST-84347,CA,West,"$1,009.37 ",10/28/2025,11/4/2025,11/8/2025,10/30/2025,4,-5,4,5.28,0,Yes,Yes,Medium,ADJ-1015,Senior,Team Echo,83.3,4.3
CLM-2025-00927,CNT-100927,CUST-96762,CA,West,"$24,965.10 ",4/13/2025,4/16/2025,4/21/2025,6/7/2025,5,52,5,3.70,1,No,,Medium,ADJ-1069,Senior,Team Team West,90.7,5.5
CLM-2025-00928,CNT-100928,CUST-28302,TX,South Central,"$2,640.00 ",5/13/2025,5/14/2025,5/15/2025,6/6/2025,1,23,4,5.42,0,No,No,Low,ADJ-1070,Standard,Team Gamma,100,11
CLM-2025-00929,CNT-100929,CUST-66110,TX,South Central,"$1,084.07 ",1/17/2025,1/17/2025,1/18/2025,1/18/2025,1,1,1,5.11,1,No,No,Low,ADJ-1020,Standard,Team Beta,98.2,7.2
CLM-2025-00930,CNT-100930,CUST-18087,CA,West,"$6,920.29 ",10/24/2025,10/28/2025,10/29/2025,12/4/2025,-1,-37,7,3.76,2,Yes,Yes,High,ADJ-1060,Trainee,Team Beta,83.9,5.5
CLM-2025-00931,CNT-100931,CUST-94127,OR,West,"$1,008.31 ",10/8/2025,N/A,10/11/2025,10/16/2025,0,5,1,1.96,0,No,No,Moderate,ADJ-1046,Standard,Team SouthTeam West,92.2,8.8
CLM-2025-00932,CNT-100932,CUST-13415,TX,South Central,"$7,101.36 ",10/22/2025,10/25/2025,10/27/2025,11/19/2025,2,25,6,6.37,0,Yes,No,Medium,ADJ-1023,Standard,Team Beta,88,3.9
CLM-2025-00933,CNT-100933,CUST-63367,TX,South Central,"$9,816.48 ",9/30/2025,10/1/2025,10/4/2025,11/7/2025,3,37 days,8,6.10,2,No,No,High,ADJ-1013,Senior,Team SouthTeam West,89.8,5.2
CLM-2025-00934,CNT-100934,CUST-59378,GA,Southeast,"$50,070.05 ",7/28/2025,8/1/2025,8/3/2025,10/8/2025,-2,68,6,3.38,0,No,No,High,ADJ-1014,Specialist,Team Delta,94.9,6.2
CLM-2025-00935,CNT-100935,CUST-61782,UT,Mountain,"$1,278.40 ",1/12/2025,1/13/2025,1/15/2025,1/22/2025,2,9,5,3.55,1,No,No,Low,ADJ-1039,Standard,Team Gamma,97.6,4.9
CLM-2025-00936,CNT-100936,CUST-58039,GA,Southeast,"$5,383.93 ",5/17/2025,5/18/2025,5/19/2025,6/14/2025,1,27,2,3.97,0,No,,High,ADJ-1005,Standard,Team Delta,89.1,7.7
CLM-2025-00937,CNT-100937,CUST-87215,IL,Midwest,"$1,862.80 ",5/19/2025,5/20/2025,5/22/2025,6/5/2025,2,16,4,1.27,0,No,No,Low,ADJ-1019,Specialist,Team Delta,90,8.1
CLM-2025-00938,CNT-100938,CUST-45553,TX,South Central,"$1,148.69 ",4/5/2025,4/6/2025,4/10/2025,4/23/2025,N/A,17,4,5.63,0,No,No, Medium ,ADJ-1029,Standard,Team Beta,97.1,5.7
CLM-2025-00939,CNT-100939,CUST-39587,UT,Mountain,"$2,727.92 ",5/13/2025,5/17/2025,5/20/2025,6/15/2025,3,29,3,2.12,0,No,Yes,Medium,ADJ-1024,Senior,Team Delta,,
CLM-2025-00940,CNT-100940,CUST-32092,NV,,"$1,809.46 ",7/8/2025,7/8/2025,7/8/2025,7/19/2025,0,-11,1,2.73,2,No,No,Medium,ADJ-1054,Specialist,Team Team West,87.3,6.3
CLM-2025-00941,CNT-100941,CUST-34425,OR,West,"$1,880.46 ",5/16/2025,5/19/2025,5/20/2025,6/10/2025,1,22,5,3.38,0,No,No,Medium,ADJ-1001,Standard,Team Delta,95.1,6.9
CLM-2025-00942,CNT-100942,CUST-83026,GA,Southeast,"($1,217.15)",11/21/2025,11/24/2025,11/27/2025,12/16/2025,3,22,3,4.29,N/A,,No,High,ADJ-1039,Trainee,Team Echo,87.4,6.8
CLM-2025-00943,CNT-100943,CUST-43777,UT,Mountain,"$1,995.47 ",12/30/2025,12/30/2025,1/1/2026,2/5/2026,2,37,3,2.87,1,No,No,High,ADJ-1060,Trainee,Team Team West,,8
CLM-2025-00944,CNT-100944,CUST-12743,TX,South Central,"$2,485.37 ",3/26/2025,3/27/2025,3/29/2025,4/2/2025,2,6,2,,1,No,No,Medium,ADJ-1004,Senior,Team Gamma,87.8,5.9
CLM-2025-00945,CNT-100945,CUST-32903,AZ,Southwest,"$2,155.63 ",11/6/2025,11/9/2025,11/12/2025,11/14/2025,3,5,1,2.57,0,No,,Medium,ADJ-1080,Standard,Team Echo,83.8,6.7
CLM-2025-00946,CNT-100946,CUST-57116,CO,Mountain,"$5,399.93 ",9/8/2025,9/10/2025,9/12/2025,9/25/2025,2 days,15,3,1.80,0,No,No,Medium,ADJ-1055,Standard,Team Delta,91.3,6.9
CLM-2025-00947,CNT-100947,CUST-24640,OR,West,"$5,490.28 ",,8/20/2025,8/21/2025,9/7/2025,1,18 days,1,0.94,0,No,No,Low,ADJ-1008,Standard,Team Delta,97.5,
CLM-2025-00752,CNT-100948,CUST-94582,AZ,Southwest,"$2,236.62 ",3/30/2025,4/1/2025,4/3/2025,5/2/2025,2,31,4,1.90,1,No,No,High,ADJ-1080,Standard,Team Echo,88.1,8
CLM-2025-00949,CNT-100949,CUST-14964,GA,Southeast,"$1,625.65 ",10/26/2025,10/26/2025,10/26/2025,11/16/2025,0,21,2,3.31,1,No,No,High,ADJ-1061,Senior,Team Team Central,90.5,9.6
CLM-2025-00950,CNT-100950,CUST-62833,AZ,Southwest,"$1,636.28 ",8/4/2025,8/7/2025,8/9/2025,8/10/2025,2,3,1,2.56,0,No,No,Medium,ADJ-1011,Standard,Team Beta,100,7.2
CLM-2025-00951,CNT-100951,CUST-46095,CA,West,,1/3/2025,1/3/2025,1/6/2025,2/3/2025,3,31,6,5.12,1,No,Yes,Medium,ADJ-1004,Specialist,Team Beta,87.7,3.6
